inserted_at,platform_name,delivery_platform,delivery_tracking_number,order_id,order_no,external_order_no,shipping_label
2024-04-17 03:20:19,Shopee,SPX Express,SPXVN049896618384,15866404,SPEPEP-240417VM654BMK,SPEPEP-240417VM654BMK-TL,https://files.onpoint.vn/order/2024/04/17/720386334EPCRE7YSP7XATJWYKONJYTPJ_shipping_label.pdf
2024-04-17 03:20:19,Shopee,SPX Express,SPXVN049441900574,15851991,SPEPEP-240416UE9SNXUW,SPEPEP-240416UE9SNXUW-TL,https://files.onpoint.vn/order/2024/04/17/942817682BNCIZKLG3CKZNI2OJ6VJS37G_shipping_label.pdf
2024-04-17 03:20:19,Shopee,SPX Express,SPXVN048396848444,15858827,SPEPEP-240416V55YGVQ2,SPEPEP-240416V55YGVQ2-TL,https://files.onpoint.vn/order/2024/04/17/617880302KBLXLNJS436WZ76NBG734UEZ_shipping_label.pdf
2024-04-17 03:20:19,Shopee,SPX Express,SPXVN042854191444,15876843,SPEPEP-2404170E5DCPQ6,SPEPEP-2404170E5DCPQ6-TL,https://files.onpoint.vn/order/2024/04/17/519561844SSPNMIEQYB2ASZLIYCUH76ZT_shipping_label.pdf
2024-04-17 03:20:19,Shopee,SPX Express,SPXVN042831642674,15877963,SPEPEP-2404170K0DEPGX,SPEPEP-2404170K0DEPGX-TL,https://files.onpoint.vn/order/2024/04/17/469875916LWCLRULXXPVLOOIWCW62I262_shipping_label.pdf
2024-04-17 03:20:18,Shopee,SPX Express,SPXVN044051763544,15858733,SPEPEP-240416V4WAXKC3,SPEPEP-240416V4WAXKC3-TL,https://files.onpoint.vn/order/2024/04/17/744370447ZUNYCT74MGJUZQJMDOCASSTT_shipping_label.pdf
2024-04-17 03:20:18,Shopee,SPX Express,SPXVN049824397334,15863741,SPEPEP-240416VF1KXEWX,SPEPEP-240416VF1KXEWX-TL,https://files.onpoint.vn/order/2024/04/17/148147526C2UMTANJX23LXLR6UG7PGEU_shipping_label.pdf
2024-04-17 03:20:18,Shopee,SPX Express,SPXVN049089857924,15867946,SPEPEP-240417VRQPXA5V,SPEPEP-240417VRQPXA5V-TL,https://files.onpoint.vn/order/2024/04/17/72818723OLEXWG6QOGLSIHX4GFYGGYSK_shipping_label.pdf
2024-04-17 03:19:17,Shopee,Giao Hàng Nhanh,G8DR4GLR,15878573,SPENVA-2404170NHM7CRX,SPENVA-2404170NHM7CRX,https://files.onpoint.vn/order/2024/04/17/857396903PQPSNF3KN72LHCT6HWBVH4W_shipping_label.pdf
2024-04-17 03:18:50,Shopee,SPX Express,SPXVN042667352004,15878565,SPEHUG-2404170NGUG7XT,SPEHUG-2404170NGUG7XT,https://files.onpoint.vn/order/2024/04/17/7296232SVV65NU3KLEEEUOZHGMZS3VS_shipping_label.pdf
2024-04-17 03:18:05,Shopee,Giao Hàng Nhanh,G8DRD6HC,15878556,SPEHUG-2404170NFGGBEG,SPEHUG-2404170NFGGBEG,https://files.onpoint.vn/order/2024/04/17/261797739Q3OLMIFFSNIAC7CZPON3GERT_shipping_label.pdf
2024-04-17 03:17:01,Shopee,Giao Hàng Nhanh,G8DRDD6D,15878540,SPEJNJ-2404170NDJHA6B,SPEJNJ-2404170NDJHA6B,https://files.onpoint.vn/order/2024/04/17/190168118R3DXY5BBWXCHSJTCCGEFQKAE_shipping_label.pdf
2024-04-17 03:15:23,Shopee,SPX Express,SPXVN049264319494,15878520,SPEHUG-2404170NAN416K,SPEHUG-2404170NAN416K,https://files.onpoint.vn/order/2024/04/17/133859252MF2TSA5US3RETJKEPGYX6FMR_shipping_label.pdf
2024-04-17 03:15:23,Shopee,Giao Hàng Nhanh,G8DRDCCK,15878519,SPEJNJ-2404170NAN416R,SPEJNJ-2404170NAN416R,https://files.onpoint.vn/order/2024/04/17/301084831LFCIOJLB4JEQTLVHFRGLNG2E_shipping_label.pdf
2024-04-17 03:15:01,Shopee,Giao Hàng Nhanh,G8DRDCCX,15878517,SPEJNJ-2404170NA124DD,SPEJNJ-2404170NA124DD,https://files.onpoint.vn/order/2024/04/17/47454496JEMKGGO5JWZCU3G4KGHB3URI_shipping_label.pdf
2024-04-17 03:13:58,Shopee,SPX Express,SPXVN048297968024,15878503,SPEHUG-2404170N84YGBJ,SPEHUG-2404170N84YGBJ,https://files.onpoint.vn/order/2024/04/17/473503740FJ3ZPHHCTRJXTBIBXHMFRF4E_shipping_label.pdf
2024-04-17 03:13:17,Shopee,Giao Hàng Nhanh,G8DRDC9F,15878494,SPEJNJ-2404170N6WWP7F,SPEJNJ-2404170N6WWP7F,https://files.onpoint.vn/order/2024/04/17/245443407VZO425KI52H5U46T5DIXQ2SC_shipping_label.pdf
2024-04-17 03:13:09,Shopee,SPX Express,SPXVN045264418144,15878493,SPECBE-2404170N6N98SC,SPECBE-2404170N6N98SC,https://files.onpoint.vn/order/2024/04/17/315993584DB7YTTDEVAL2DYSOV76E5JYI_shipping_label.pdf
2024-04-17 03:12:45,Shopee,Ninja Van,SPEVN247131930362F,15878488,SPEHUG-2404170N637FB7,SPEHUG-2404170N637FB7,https://files.onpoint.vn/order/2024/04/17/767156420LSWHZI4W7Z4YGXHJWRMUKF3B_shipping_label.pdf
2024-04-17 03:12:37,Shopee,SPX Express,SPXVN048786782224,15878486,SPETHM-2404170N5QR2NP,SPETHM-2404170N5QR2NP,https://files.onpoint.vn/order/2024/04/17/66448852RWT5GFPQFXFNDS3IMBC73TXP_shipping_label.pdf
2024-04-17 03:09:48,Shopee,SPX Express,SPXVN044948532184,15878458,SPEOBA-2404170N0PJW50,SPEOBA-2404170N0PJW50,https://files.onpoint.vn/order/2024/04/17/89638701IQEGHOZGEB3G52B4KD3CBPM5_shipping_label.pdf
2024-04-17 03:06:02,Shopee,SPX Express,SPXVN045643016054,15878412,SPETHM-2404170MSX1XQH,SPETHM-2404170MSX1XQH,https://files.onpoint.vn/order/2024/04/17/8620549635EFNZN6N3TTEYPSQ4JRCEJTV_shipping_label.pdf
2024-04-17 03:05:06,Shopee,Giao Hàng Nhanh,G8DRNR4Y,15878404,SPEJNJ-2404170MR9M8GQ,SPEJNJ-2404170MR9M8GQ,https://files.onpoint.vn/order/2024/04/17/758264670BZV656SBJDRJSVJUGIP6YFNQ_shipping_label.pdf
2024-04-17 03:03:44,Shopee,SPX Express,SPXVN043153066004,15878392,SPEJNJ-2404170MNTGDS8,SPEJNJ-2404170MNTGDS8,https://files.onpoint.vn/order/2024/04/17/938299236IUMYAOL7NE4FEIQFF7GUP2ON_shipping_label.pdf
2024-04-17 03:03:10,Shopee,SPX Express,SPXVN043032830274,15878386,SPEJNJ-2404170MMT2K8B,SPEJNJ-2404170MMT2K8B,https://files.onpoint.vn/order/2024/04/17/3065785083XHQN5THSTE5MYXBON44FAFQ_shipping_label.pdf
2024-04-17 03:00:21,Shopee,SPX Express,SPXVN040405303094,15878344,SPEHUG-2404170MFSU58P,SPEHUG-2404170MFSU58P,https://files.onpoint.vn/order/2024/04/17/401776166AJDBBBGQ2UTTW6PM53PXL3T7_shipping_label.pdf
2024-04-17 02:59:31,Shopee,SPX Express,SPXVN047850952794,15878333,SPEOBA-2404170MEA59J0,SPEOBA-2404170MEA59J0,https://files.onpoint.vn/order/2024/04/17/883554319OTCU4PFQ2U7SHPLMA3P4TDYP_shipping_label.pdf
2024-04-17 02:57:44,Shopee,SPX Express,SPXVN047758645314,15878311,SPEMAR-2404170MB34245,SPEMAR-2404170MB34245,https://files.onpoint.vn/order/2024/04/17/7515680376G3ALIU6VIKNBWP5QY3M7TUZ_shipping_label.pdf
2024-04-17 02:56:56,Shopee,SPX Express,SPXVN047039880624,15878301,SPEMAR-2404170M9PC5D0,SPEMAR-2404170M9PC5D0,https://files.onpoint.vn/order/2024/04/17/209823752LKYBM47PGUVT6R47ZCALYKVA_shipping_label.pdf
2024-04-17 02:56:39,Shopee,Giao Hàng Nhanh,G8DR6AMT,15878296,SPEJNJ-2404170M962M7W,SPEJNJ-2404170M962M7W,https://files.onpoint.vn/order/2024/04/17/573750615ZDQTVG4P3TUK2VT2PEZ6GTY3_shipping_label.pdf
2024-04-17 02:55:56,Shopee,SPX Express,SPXVN040274478474,15878278,SPEMAR-2404170M7V4UC9,SPEMAR-2404170M7V4UC9,https://files.onpoint.vn/order/2024/04/17/743258485ZDRQH6WXY6X44P3FCBWWKCKX_shipping_label.pdf
2024-04-17 02:54:59,Shopee,SPX Express,SPXVN048741845084,15878259,SPETHM-2404170M66R69T,SPETHM-2404170M66R69T,https://files.onpoint.vn/order/2024/04/17/281389569ZAURSAS2KA5HMIJFHTV4UKMA_shipping_label.pdf
2024-04-17 02:52:49,Shopee,Giao Hàng Nhanh,G8DRD9MW,15878236,SPEBAY-2404170M2ASRH9,SPEBAY-2404170M2ASRH9,https://files.onpoint.vn/order/2024/04/17/8615606297N7CT4IHCZQSPEOPRBALBANX_shipping_label.pdf
2024-04-17 02:52:10,Shopee,SPX Express,SPXVN041034211424,15878225,SPEJNJ-2404170M14MPTQ,SPEJNJ-2404170M14MPTQ,https://files.onpoint.vn/order/2024/04/17/339179588VJG6ISK6GOO47GWNYJWMD7G4_shipping_label.pdf
2024-04-17 02:51:49,Shopee,Giao Hàng Nhanh,G8DRNKN4,15878207,SPEJNJ-2404170M0HGFH0,SPEJNJ-2404170M0HGFH0,https://files.onpoint.vn/order/2024/04/17/368571636ZVFU6QXVD3NCYZJOGB6EKYG3_shipping_label.pdf
2024-04-17 02:50:40,Shopee,SPX Express,SPXVN045347893874,15878194,SPEHUG-2404170KXETKWQ,SPEHUG-2404170KXETKWQ,https://files.onpoint.vn/order/2024/04/17/8336460167VUUC6GPXYNM527JL27A5TOV_shipping_label.pdf
2024-04-17 02:44:56,Shopee,Giao Hàng Nhanh,G8DR6DDX,15878129,SPEHUG-2404170KM7PAV1,SPEHUG-2404170KM7PAV1,https://files.onpoint.vn/order/2024/04/17/25696177IP4EMPSCEBFOZWS6X27BJGWF_shipping_label.pdf
2024-04-17 02:39:35,Shopee,Giao Hàng Nhanh,G8DRNFQ7,15878036,SPEHUG-2404170KANJ515,SPEHUG-2404170KANJ515,https://files.onpoint.vn/order/2024/04/17/77578910577N377KMJ3WRK5NEPARLHAZS_shipping_label.pdf
2024-04-17 02:38:25,Shopee,SPX Express,SPXVN049449404244,15878019,SPEHUG-2404170K8JSYY5,SPEHUG-2404170K8JSYY5,https://files.onpoint.vn/order/2024/04/17/889892258IZIGXOP2HA7YWJRV6TIEKFVK_shipping_label.pdf
2024-04-17 02:34:03,Shopee,Giao Hàng Nhanh,G8DR83GC,15877967,SPEOBA-2404170K0RX8W6,SPEOBA-2404170K0RX8W6,https://files.onpoint.vn/order/2024/04/17/843522347SGQQBEQQRKVYRHRTRMIIMGDX_shipping_label.pdf
2024-04-17 02:33:10,Shopee,tnsl_delivery,HTC792111716C0,15426921,SPEGRP-240404S74YSS1H,SPEGRP-240404S74YSS1H-GB,https://files.onpoint.vn/order/2024/04/17/SC2F68V6Y3IHRX2YIJW3QE7QWHRXCW_shipping_label.pdf
2024-04-17 02:32:39,Shopee,Ninja Van,SPEVN2454140241290,15877935,SPEHUG-2404170JX7UWG6,SPEHUG-2404170JX7UWG6,https://files.onpoint.vn/order/2024/04/17/872841571FXNQX3PXLFTZ73D3VFNENDY3_shipping_label.pdf
2024-04-17 02:32:15,Shopee,SPX Express,SPXVN047318159284,15877929,SPEHUG-2404170JWJW4XW,SPEHUG-2404170JWJW4XW,https://files.onpoint.vn/order/2024/04/17/925271335VIOZZAHVTJELV5VGMVK2YTYW_shipping_label.pdf
2024-04-17 02:31:13,Shopee,Giao Hàng Nhanh,G8DRNWQ4,15877909,SPEBAY-2404170JUNW203,SPEBAY-2404170JUNW203,https://files.onpoint.vn/order/2024/04/17/542030414UUGZ5PH27PTGLRU6SSL475BG_shipping_label.pdf
2024-04-17 02:30:35,Shopee,SPX Express,SPXVN040414005704,15877903,SPEJNJ-2404170JTHMJGK,SPEJNJ-2404170JTHMJGK,https://files.onpoint.vn/order/2024/04/17/193130537CS5VQLSVRT3U7WK7ZGLPQQEY_shipping_label.pdf
2024-04-17 02:28:40,Shopee,Giao Hàng Nhanh,G8DR6XYN,15877878,SPEHUG-2404170JQ4W5UX,SPEHUG-2404170JQ4W5UX,https://files.onpoint.vn/order/2024/04/17/600755161PCA5TOCR3M7GK6FERPG57LEG_shipping_label.pdf
2024-04-17 02:27:57,Shopee,SPX Express,SPXVN042994834264,15877860,SPEHUG-2404170JNUVEDJ,SPEHUG-2404170JNUVEDJ,https://files.onpoint.vn/order/2024/04/17/28330873CSJYOYTG3PO3I7ZTRYQMZ2FJ_shipping_label.pdf
2024-04-17 02:27:55,Shopee,Giao Hàng Nhanh,G8DR6AMW,15877859,SPEJNJ-2404170JNS006B,SPEJNJ-2404170JNS006B,https://files.onpoint.vn/order/2024/04/17/549695983ND5GQ5QYCVWZTEW7CONUXEXT_shipping_label.pdf
2024-04-17 02:26:55,Shopee,SPX Express,SPXVN047583624264,15877844,SPEUIM-2404170JM0SGMA,SPEUIM-2404170JM0SGMA,https://files.onpoint.vn/order/2024/04/17/981184613WPXHEMLXCVE743RDMGN2QC34_shipping_label.pdf
2024-04-17 02:22:55,Shopee,Giao Hàng Nhanh,G8DR67RT,15877766,SPEBAY-2404170JCUU78R,SPEBAY-2404170JCUU78R,https://files.onpoint.vn/order/2024/04/17/897797146N7FUKMO2XLFCSIGM7OGAYUOS_shipping_label.pdf
2024-04-17 02:21:52,Shopee,SPX Express,SPXVN042876820134,15877735,SPETHM-2404170JAXVAHK,SPETHM-2404170JAXVAHK,https://files.onpoint.vn/order/2024/04/17/403136070M7FVHGP7KEUKUZGTG4ZSZ5KI_shipping_label.pdf
2024-04-17 02:20:23,Shopee,SPX Express,SPXVN042000597284,15877718,SPEHUG-2404170J8AWQ70,SPEHUG-2404170J8AWQ70,https://files.onpoint.vn/order/2024/04/17/340302617DDZBAN6XVWHM6E7FUKHMV5QL_shipping_label.pdf
2024-04-17 02:16:10,Shopee,Giao Hàng Nhanh,G8DR6DDW,15877663,SPEHUG-2404170J0RQ30E,SPEHUG-2404170J0RQ30E,https://files.onpoint.vn/order/2024/04/17/59996245AX7GU2FC5UOYBY6PVYHZVIA3_shipping_label.pdf
2024-04-17 02:15:36,Shopee,Giao Hàng Nhanh,G8DR4Y6V,15877653,SPEGRP-2404170HYS6B2C,SPEGRP-2404170HYS6B2C,https://files.onpoint.vn/order/2024/04/17/725445130MNHIKOLBFPBTNKQEIW3NHKMJ_shipping_label.pdf
2024-04-17 02:14:24,Shopee,tnsl_delivery,HTC483151278C0,15463682,SPEMOL-240404TEJQHEV0,SPEMOL-240404TEJQHEV0-GB,https://files.onpoint.vn/order/2024/04/17/SC2EELHGQSDJ4L46H3XGNAMSSRBRQY_shipping_label.pdf
2024-04-17 02:13:37,Shopee,SPX Express,SPXVN040163940434,15877614,SPEJNJ-2404170HV7R8XP,SPEJNJ-2404170HV7R8XP,https://files.onpoint.vn/order/2024/04/17/210105626YQDO6PNSGZJ5M64GZZOXUDLM_shipping_label.pdf
2024-04-17 02:11:28,Shopee,SPX Instant,2404170HRCQNQW,15877575,SPEBEL-2404170HRCQNQW,SPEBEL-2404170HRCQNQW,https://files.onpoint.vn/order/2024/04/17/420322681VF5U27S2EY3NAOEBGHMFZWWR_shipping_label.pdf
2024-04-17 02:09:41,Shopee,SPX Express,SPXVN040852905174,15877542,SPEHUG-2404170HN5QGFK,SPEHUG-2404170HN5QGFK,https://files.onpoint.vn/order/2024/04/17/829406597CQ7I5FKJ2TI7WMUH2XVUHBZO_shipping_label.pdf
2024-04-17 02:08:02,Shopee,Giao Hàng Nhanh,G8DR4YNL,15877507,SPEGRP-2404170HJ879E8,SPEGRP-2404170HJ879E8,https://files.onpoint.vn/order/2024/04/17/957587674UHSWBOV5Y4SXF7B3H6WL5SCW_shipping_label.pdf
2024-04-17 01:50:44,Shopee,tnsl_delivery,HTC869451441C0,15318411,SPEGRP-240331GD140K60,SPEGRP-240331GD140K60-GB2,https://files.onpoint.vn/order/2024/04/17/SC2DBKQENRDNXR63ORH4OHCBXNL3M5_shipping_label.pdf
2024-04-17 01:49:28,Shopee,SPX Express,SPXVN048292002034,15877276,SPEJNJ-2404170GH0X80F,SPEJNJ-2404170GH0X80F,https://files.onpoint.vn/order/2024/04/17/979870895MDD2JCZXCFNFTNXJKLOBNP5L_shipping_label.pdf
2024-04-17 01:34:20,Shopee,SPX Express,SPXVN044015962664,15877110,SPEMOL-2404170FNYWDKJ,SPEMOL-2404170FNYWDKJ,https://files.onpoint.vn/order/2024/04/17/551866445LXLO4KEUGR7JD57LUMSQEHVM_shipping_label.pdf
2024-04-17 01:28:07,Shopee,Giao Hàng Nhanh,G8DRCBFW,15877061,SPEMOL-2404170FAV6J6Q,SPEMOL-2404170FAV6J6Q,https://files.onpoint.vn/order/2024/04/17/69219662B5LUZP2SR2BXKVCPIA2FQQC4_shipping_label.pdf
2024-04-17 01:26:21,Shopee,SPX Express,SPXVN044172460194,15877041,SPEHUG-2404170F7P4960,SPEHUG-2404170F7P4960,https://files.onpoint.vn/order/2024/04/17/434558788KJ42ICZPHHSUAIYT5XW2J2CI_shipping_label.pdf
2024-04-17 00:48:16,Shopee,Giao Hàng Nhanh,G8DR4G4A,15876710,SPETHM-2404170D3KYDNW,SPETHM-2404170D3KYDNW,https://files.onpoint.vn/order/2024/04/17/153899189CHS6IM7CX44QAYAIAK6UFKXP_shipping_label.pdf
2024-04-17 00:45:55,Shopee,SPX Express,SPXVN048636362924,15876687,SPEHUG-2404170CYCH1SV,SPEHUG-2404170CYCH1SV,https://files.onpoint.vn/order/2024/04/17/159328107JKMF6JP5OZFA4A447YFYXX6X_shipping_label.pdf
2024-04-17 00:25:40,Shopee,Giao Hàng Nhanh,G8DRNLTD,15876554,SPESDP-2404170BU6S8WS,SPESDP-2404170BU6S8WS,https://files.onpoint.vn/order/2024/04/17/141844307VMS7W466QY6HZOF7K5H2FYR6_shipping_label.pdf
2024-04-17 00:15:20,Shopee,Giao Hàng Nhanh,G8DRPURD,15873763,SPETHM-2404170B8QF070,SPETHM-2404170B8QF070,https://files.onpoint.vn/order/2024/04/17/299884711JVFMKX4EDJ6CIJ6TH7YNLXFZ_shipping_label.pdf
2024-04-16 23:53:54,Shopee,Giao Hàng Nhanh,G8DRNLTF,15873659,SPESDP-2404170A2D2J5K,SPESDP-2404170A2D2J5K,https://files.onpoint.vn/order/2024/04/17/23663361Q7OSPV7NR5LL2NTF6X2KYT3H_shipping_label.pdf
2024-04-16 23:44:36,Shopee,Giao Hàng Nhanh,G8DR4RDY,15873622,SPEVAR-24041709HQXYTH,SPEVAR-24041709HQXYTH,https://files.onpoint.vn/order/2024/04/17/692186688NOKKS65A53ACO6OYAVABB4GT_shipping_label.pdf
2024-04-16 23:41:05,Shopee,Giao Hàng Nhanh,G8DRB9V6,15873613,SPEUIM-24041709BFPKAA,SPEUIM-24041709BFPKAA,https://files.onpoint.vn/order/2024/04/17/639663442GEQBQPNXUXSBYW5BNFDMR57L_shipping_label.pdf
2024-04-16 22:33:00,Shopee,SPX Express,SPXVN043223036354,15873354,SPEJNJ-24041705HRUGKQ,SPEJNJ-24041705HRUGKQ,https://files.onpoint.vn/order/2024/04/17/47299338I3VAHAR2A5H4GVBL6VR6FPOR_shipping_label.pdf
2024-04-16 22:27:02,Shopee,Giao Hàng Nhanh,G8DRCY4Y,15873331,SPESBC-2404170571KV71,SPESBC-2404170571KV71,https://files.onpoint.vn/order/2024/04/17/856197775TVQGVA2GQ3X5EAEVCAU2Y24L_shipping_label.pdf
2024-04-16 22:00:23,Shopee,SPX Express,SPXVN049593637514,15873281,SPESBC-24041703QDKK5N,SPESBC-24041703QDKK5N,https://files.onpoint.vn/order/2024/04/17/8380678394SGBCGP7GIZEIV7BTBWJN6XK_shipping_label.pdf
2024-04-16 21:48:31,Shopee,Giao Hàng Nhanh,G8DR7KFA,15873251,SPEOBA-2404170326KQE6,SPEOBA-2404170326KQE6,https://files.onpoint.vn/order/2024/04/17/8966938635RI6NNJYBTMMRSNSBWQLCAVD_shipping_label.pdf
2024-04-16 19:08:08,Shopee,Giao Hàng Nhanh,G8DR4E4H,15870647,SPEBEL-240417VWDQNQ27,SPEBEL-240417VWDQNQ27,https://files.onpoint.vn/order/2024/04/17/629836362PST52WQBYCDVQ2YRDPCE5OLM_shipping_label.pdf
2024-04-16 18:46:40,Shopee,Giao Hàng Nhanh,G8DRGRG8,15869639,SPEGRP-240417VV7ADUP9,SPEGRP-240417VV7ADUP9,https://files.onpoint.vn/order/2024/04/17/901983211LKDWJJJSVZPZ2KSMI5EI36EB_shipping_label.pdf
2024-04-16 18:39:45,Shopee,Giao Hàng Nhanh,G8DRGRC7,15869135,SPEGRP-240417VUTXMYG0,SPEGRP-240417VUTXMYG0,https://files.onpoint.vn/order/2024/04/17/701832882PZJCCC23565YTFWNOGMM7PTT_shipping_label.pdf
2024-04-16 18:16:27,Shopee,SPX Express,SPXVN041861740604,15868357,SPETHM-240417VTH9CNUJ,SPETHM-240417VTH9CNUJ,https://files.onpoint.vn/order/2024/04/17/861100604HFGIRHG6NAXVDKGPN3GZQHHK_shipping_label.pdf
2024-04-16 17:37:05,Shopee,SPX Express,SPXVN042741158914,15867865,SPESBC-240417VRAWRDC8,SPESBC-240417VRAWRDC8,https://files.onpoint.vn/order/2024/04/17/15714076244JQA3WYREVRHF7VML7JSVKK_shipping_label.pdf
2024-04-16 17:17:51,Shopee,SPX Express,SPXVN042607799954,15867554,SPEMDE-240417VQ8H8HQF,SPEMDE-240417VQ8H8HQF,https://files.onpoint.vn/order/2024/04/17/1013926662UKSCX7XWR5H7TKMIHV24QRO_shipping_label.pdf
2024-04-16 17:15:56,Shopee,SPX Express,SPXVN044258605644,15867509,SPEHUG-240417VQ53JYEM,SPEHUG-240417VQ53JYEM,https://files.onpoint.vn/order/2024/04/17/308908549RGIIJNENHBQ3NOF4BUZ3TQ3T_shipping_label.pdf
2024-04-16 17:10:38,Shopee,SPX Express,SPXVN042270701534,15867359,SPESDP-240417VPUM8TTF,SPESDP-240417VPUM8TTF,https://files.onpoint.vn/order/2024/04/17/327175062AA2R7YBYHKUEZSM5ZQAOAU2M_shipping_label.pdf
2024-04-16 17:06:23,Shopee,Giao Hàng Nhanh,G8DRWVWA,15867209,SPEHUG-240417VPM147ME,SPEHUG-240417VPM147ME,https://files.onpoint.vn/order/2024/04/17/44757607AONJABGKJXRH7HTC4CIQQRZU_shipping_label.pdf
2024-04-16 17:02:17,Shopee,Giao Hàng Nhanh,G8DRU68F,15867029,SPENVA-240417VPCPHDYE,SPENVA-240417VPCPHDYE,https://files.onpoint.vn/order/2024/04/17/710688785HNON5PITGTNZ3M5KIYKHY3JX_shipping_label.pdf
2024-04-16 17:01:46,Shopee,Giao Hàng Nhanh,G8DRGRGD,15866997,SPEGRP-240417VPBR0UHC,SPEGRP-240417VPBR0UHC,https://files.onpoint.vn/order/2024/04/17/803749818AA2MVXEDV5LUWQN4VINCVP4M_shipping_label.pdf
2024-04-16 16:40:51,Shopee,Giao Hàng Nhanh,G8DRUU6C,15866684,SPENVA-240417VN6EYQJ9,SPENVA-240417VN6EYQJ9,https://files.onpoint.vn/order/2024/04/17/901892467TWMNSXUUCQFNUKVHV2AK7GLW_shipping_label.pdf
2024-04-16 16:29:59,Shopee,Giao Hàng Nhanh,G8DRFKHA,15866530,SPEBAY-240417VMJWBXCG,SPEBAY-240417VMJWBXCG,https://files.onpoint.vn/order/2024/04/17/106675775G2WPL3QPL25OTDTCE7EMCXGT_shipping_label.pdf
2024-04-16 16:08:10,Shopee,Giao Hàng Nhanh,G8DR4D4H,15866166,SPEJNJ-240417VKBWWVS1,SPEJNJ-240417VKBWWVS1,https://files.onpoint.vn/order/2024/04/17/735497680DX3AOEP4MONWUKFLMD5GX66L_shipping_label.pdf
2024-04-16 15:53:10,Shopee,SPX Express,SPXVN048307493484,15865807,SPETHM-240416VJH3M20R,SPETHM-240416VJH3M20R,https://files.onpoint.vn/order/2024/04/17/955726622WURP3IR3CAVYF6LNLFM2MPNV_shipping_label.pdf
2024-04-16 15:14:24,Shopee,SPX Express,SPXVN046098062454,15864632,SPEJNJ-240416VGBRD06E,SPEJNJ-240416VGBRD06E,https://files.onpoint.vn/order/2024/04/16/377260384UBHY7IBQ4WMJE57TLFIDYGWJ_shipping_label.pdf
2024-04-16 14:59:24,Shopee,SPX Express,SPXVN044510151984,15864125,SPESDP-240416VFGY193T,SPESDP-240416VFGY193T,https://files.onpoint.vn/order/2024/04/17/792286924ZPOYSMPBI3BV5CWI6MRVPCKP_shipping_label.pdf
2024-04-16 14:44:48,Shopee,SPX Express,SPXVN044238624034,15863461,SPEJNJ-240416VEPUMQD6,SPEJNJ-240416VEPUMQD6,https://files.onpoint.vn/order/2024/04/16/918440660AI36TFC4NKY5PVDENAYCHDPD_shipping_label.pdf
2024-04-16 14:38:58,Shopee,SPX Express,SPXVN049302527094,15863226,SPESDP-240416VECDTT5R,SPESDP-240416VECDTT5R,https://files.onpoint.vn/order/2024/04/17/742929047VXXBSE7SHDNUE6GU3TKQMBR4_shipping_label.pdf
2024-04-16 14:19:27,Shopee,SPX Express,SPXVN046905142944,15862499,SPEMAR-240416VD9G4UTK,SPEMAR-240416VD9G4UTK,https://files.onpoint.vn/order/2024/04/17/740372472MEV2HFTS5XKE26OVO7G4HJRX_shipping_label.pdf
2024-04-16 12:10:56,Shopee,Giao Hàng Nhanh,G8DRU648,15859101,SPENVA-240416V63QB474,SPENVA-240416V63QB474,https://files.onpoint.vn/order/2024/04/17/647204741LLMBPFMYXVUFC3BZZJ2RDBVN_shipping_label.pdf
2024-04-16 12:07:28,Shopee,SPX Express,SPXVN040083401044,15859044,SPEJNJ-240416V5WG0RDM,SPEJNJ-240416V5WG0RDM,https://files.onpoint.vn/order/2024/04/16/1871750587F6IKGC6IWRHUHCCY3EZV4LS_shipping_label.pdf
2024-04-16 11:59:30,Shopee,Giao Hàng Nhanh,G8DR4YV4,15858907,SPEGRP-240416V5F83WU1,SPEGRP-240416V5F83WU1,https://files.onpoint.vn/order/2024/04/17/122341096KSX5ENBQUSW4267DIAG6AE7T_shipping_label.pdf
2024-04-16 10:03:19,Shopee,SPX Express,SPXVN042224167754,15857151,SPEJNJ-240416UXYH0FR0,SPEJNJ-240416UXYH0FR0,https://files.onpoint.vn/order/2024/04/16/621536622TTJS3FLXXVTZ4OMTSOBDEEED_shipping_label.pdf
2024-04-16 09:51:06,Shopee,Giao Hàng Nhanh,G8DRFKTM,15856958,SPEBAY-240416UX9N0A93,SPEBAY-240416UX9N0A93,https://files.onpoint.vn/order/2024/04/17/8923249243TACEBZGMEIWWEDQABKYUKNP_shipping_label.pdf
2024-04-16 09:10:17,Shopee,Giao Hàng Nhanh,G8DYRTRE,15856385,SPENVA-240416UV0PF88K,SPENVA-240416UV0PF88K,https://files.onpoint.vn/order/2024/04/16/258801534X24EPN656IGKJMKY7WU3ZUZZ_shipping_label.pdf
2024-04-16 08:23:19,Shopee,SPX Express,SPXVN044024843494,15855530,SPEPEP-240416USCPXQB6,SPEPEP-240416USCPXQB6,https://files.onpoint.vn/order/2024/04/17/785507456LNUDBTF4P3HFGKVK6OMDOJOI_shipping_label.pdf
2024-04-16 07:59:56,Shopee,SPX Express,SPXVN045206731644,15855150,SPEBAY-240416UR2V2K2P,SPEBAY-240416UR2V2K2P,https://files.onpoint.vn/order/2024/04/16/78840302344G2AFEQ2CEBVMRDUL4JQA4M_shipping_label.pdf
